#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  46 112 Pd   0.52819   0.03826   0.06977   0.07699  89   8   7   4  1.13983  0.88296  7.067E-02   F   0             0.000
  46 113 Pd   0.53191   0.03990  -0.87451   0.09377  42  17   7   1  0.57310  0.00000  1.135E-01   F   0             2.801
  46 114 Pd   0.53413   0.04051   0.16170   0.08364  63   9   7   4  1.39192  0.85237  1.361E-01   F   0             0.000
  46 115 Pd   0.53505   0.04011  -0.74706   0.08783  28  12   7   1  0.57560  0.00000  4.830E-02       0             2.936
  46 116 Pd   0.53502   0.03889   0.37658   0.08045  49   9   7   2  1.55897  0.34026  6.867E-02   F   0             0.000
  46 117 Pd   0.53442   0.03708   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  46 118 Pd   0.53364   0.03495   0.48782   0.07019  20   8   7   1  1.67140  0.00000  1.467E-01   F   0             0.000
  46 119 Pd   0.53309   0.03281   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 120 Pd   0.53318   0.03093   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  46 121 Pd   0.53435   0.02957   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  46 122 Pd   0.53707   0.02890   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  46 123 Pd   0.54185   0.02898   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  46 124 Pd   0.54932   0.02977   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  46 125 Pd   0.56023   0.03110   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 126 Pd   0.57558   0.03279   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  46 127 Pd   0.59634   0.03464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 128 Pd   0.62269   0.03652   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  46 129 Pd   0.65456   0.03839   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 130 Pd   0.69173   0.04026   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 131 Pd   0.73364   0.04224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47  92 Ag   0.84967   0.05829   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47  93 Ag   0.79436   0.05180   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47  94 Ag   0.74207   0.04755   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47  95 Ag   0.69431   0.04489   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  47  96 Ag   0.65187   0.04313   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47  97 Ag   0.61505   0.04174   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  47  98 Ag   0.58390   0.04040   0.05338   0.08339  20   9   7   1  1.40470  0.00000  1.128E-01   F   0             0.000
  47  99 Ag   0.55835   0.03894   2.35090   0.10407  27  15  14   1  3.92950  0.00000  8.414E-02   F   0             6.652
  47 100 Ag   0.53832   0.03729  -0.84549   0.07695  57   9   7   1  0.30365  0.00000  1.244E-01   F   0             0.000
  47 101 Ag   0.52358   0.03544  -0.01266   0.09473  97  15  14   1  1.41752  0.00000  2.763E-02       0             2.678
  47 102 Ag   0.51322   0.03351  -0.83453   0.07152  53  11   7   3  0.38200  0.09745  1.387E-01   F   0             3.731
  47 103 Ag   0.50644   0.03163   0.07644   0.08839 118  19  14   1  1.55696  0.00000  2.241E-02       0             2.885
  47 104 Ag   0.50263   0.02996  -0.94126   0.08447  79  39   7   3  0.84730  0.09056  2.186E-01   F   0             3.199
  47 105 Ag   0.50131   0.02870  -0.20167   0.07372 165  23   7   5  1.44159  0.43322  2.491E-02 *     0             2.663
  47 106 Ag   0.50205   0.02806  -1.01481   0.10175 150  80  14   2  1.17600  0.08966  1.796E-02 *     0             3.350
  47 107 Ag   0.50448   0.02822  -0.18281   0.06986 142  19   7   2  1.32580  0.09313  1.424E-02 *     0             2.731
  47 108 Ag   0.50824   0.02924  -1.17454   0.10405 169  75  14   3  1.01320  0.10947  2.437E-02 *     0             2.951
  47 109 Ag   0.51293   0.03105  -0.52450   0.08017  90  22   7   5  0.93075  0.41519  5.342E-02 * F   0             2.792
  47 110 Ag   0.51815   0.03340  -1.26398   0.12384  95  75  20   7  0.95440  0.23686  1.801E-02 *     0             1.847
  47 111 Ag   0.52341   0.03595  -0.66086   0.12389 125  60  14  14  1.47600  0.70542  6.771E-03 *     0             2.643
  47 112 Ag   0.52819   0.03826   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  47 113 Ag   0.53191   0.03990   0.00000   1.00000  16   1   1   4  0.00000  0.22208                  0             0.000
  47 114 Ag   0.53413   0.04051   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  47 115 Ag   0.53505   0.04011  -0.78065   0.10721  38  15  14   3  0.66416  0.16656  1.330E-02       0             2.863
  47 116 Ag   0.53502   0.03889   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  47 117 Ag   0.53442   0.03708   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  47 118 Ag   0.53364   0.03495   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  47 119 Ag   0.53309   0.03281   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  47 120 Ag   0.53318   0.03093   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  47 121 Ag   0.53435   0.02957   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 122 Ag   0.53707   0.02890   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47 123 Ag   0.54185   0.02898   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  47 124 Ag   0.54932   0.02977   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  47 125 Ag   0.56023   0.03110   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  47 126 Ag   0.57558   0.03279   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  47 127 Ag   0.59634   0.03464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 128 Ag   0.62269   0.03652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 129 Ag   0.65456   0.03839   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  47 130 Ag   0.69173   0.04026   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 131 Ag   0.73364   0.04224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 132 Ag   0.77910   0.04456   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  47 133 Ag   0.82598   0.04757   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  94 Cd   0.74207   0.04755   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  95 Cd   0.69431   0.04489   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  96 Cd   0.65187   0.04313   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  97 Cd   0.61505   0.04174   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48  98 Cd   0.58390   0.04040   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  48  99 Cd   0.55835   0.03894   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  48 100 Cd   0.53832   0.03729   1.41931   0.07500  29   8   7   2  2.54819  1.00411  1.546E-02       0             0.000
  48 101 Cd   0.52358   0.03544   1.15087   0.07340  41   9   7   1  2.30120  0.00000  5.605E-02   F   0             0.000
  48 102 Cd   0.51322   0.03351   1.35006   0.08494 309  20   7   3  2.87424  1.63790  2.952E-02       0             3.976
  48 103 Cd   0.50644   0.03163  -0.16945   0.07128 117  13   7   1  1.10760  0.00000  1.065E-01   F   0             3.071
  48 104 Cd   0.50263   0.02996   1.38225   0.07179 106  16   7   3  2.77360  1.49210  2.691E-02       0             3.189
  48 105 Cd   0.50131   0.02870  -0.27479   0.06105  90  10   7   2  0.83254  0.13120  1.105E-01   F   0             2.850
  48 106 Cd   0.50205   0.02806   1.07913   0.07459 120  24   7   7  2.63008  2.14406  7.700E-02   F   0             2.711
  48 107 Cd   0.50448   0.02822  -0.32235   0.06818 135  17   7   6  1.05950  0.50549  1.056E-01   F   0             2.572
  48 108 Cd   0.50824   0.02924   1.10728   0.10309 284  79   7  11  3.32602  2.36578  3.295E-03 *     0             2.902
  48 109 Cd   0.51293   0.03105  -0.38229   0.07905 158  22   7   9  1.21901  0.72167  8.597E-03 *     0             2.741
  48 110 Cd   0.51815   0.03340   0.81766   0.09770 268  36   7  11  2.66213  2.16280  1.253E-02 *     0             2.238
  48 111 Cd   0.52341   0.03595  -0.57310   0.11875 176  43  16   6  1.39181  0.62018  7.394E-03 *     0             2.489
  48 112 Cd   0.52819   0.03826   0.76331   0.15779 286 165   7  20  3.45548  2.41600  3.898E-03 *     0             3.014
  48 113 Cd   0.53191   0.03990  -0.75209   0.14581 215  72  17   6  1.51372  0.52226  9.739E-03 *     0             2.773
  48 114 Cd   0.53413   0.04051   0.61668   0.11828 170  37   7   8  2.58036  1.73225  1.906E-02 *     0             2.454
  48 115 Cd   0.53505   0.04011  -0.61766   0.10904  70  32   7   1  1.35830  0.00000  2.529E-02 *     0             2.314
  48 116 Cd   0.53502   0.03889   0.64025   0.13182 194  68   7  15  2.87752  2.04191  4.960E-03 *     0             2.890
  48 117 Cd   0.53442   0.03708  -0.74725   0.08720  56  16   7   2  0.69080  0.13540  1.078E-01   F   0             2.677
  48 118 Cd   0.53364   0.03495   0.46138   0.07023  35   8   7   3  1.61507  1.16494  8.956E-02   F   0             0.000
  48 119 Cd   0.53309   0.03281  -0.65565   0.06931  33  10   7   2  0.57084  0.02700  5.379E-02   F   0             2.558
  48 120 Cd   0.53318   0.03093   0.55016   0.06374  27   9   7   2  1.89990  0.50594  2.948E-01   F   0             0.000
  48 121 Cd   0.53435   0.02957  -0.65111   0.06091  62   9   7   1  0.50839  0.00000  9.087E-02   F   0             0.000
  48 122 Cd   0.53707   0.02890   0.84642   0.05988  22   9   7   2  1.99190  0.56945  3.936E-02       0             0.000
  48 123 Cd   0.54185   0.02898  -0.58123   0.06738  28  15   7   1  0.88520  0.00000  4.785E-02       0             2.951
  48 124 Cd   0.54932   0.02977   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  48 125 Cd   0.56023   0.03110   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  48 126 Cd   0.57558   0.03279   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  48 127 Cd   0.59634   0.03464   0.00000   1.00000   6   1   1   2  0.00000  0.28500                  0             0.000
  48 128 Cd   0.62269   0.03652   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  48 129 Cd   0.65456   0.03839   0.00000   1.00000   5   1   1   2  0.00000  0.34300                  0             0.000
  48 130 Cd   0.69173   0.04026   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  48 131 Cd   0.73364   0.04224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48 132 Cd   0.77910   0.04456   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  48 133 Cd   0.82598   0.04757   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48 134 Cd   0.87088   0.05159   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  48 135 Cd   0.90898   0.05651   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49  96 In   0.65187   0.04313   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49  97 In   0.61505   0.04174   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  49  98 In   0.58390   0.04040   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  49  99 In   0.55835   0.03894   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 100 In   0.53832   0.03729   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 101 In   0.52358   0.03544   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  49 102 In   0.51322   0.03351  -0.20353   0.06901  52   9   7   1  0.97967  0.00000  2.042E-01   F   0             0.000
  49 103 In   0.50644   0.03163   0.83903   0.08455  33  15  14   1  2.20920  0.00000  2.424E-03       0             4.619
  49 104 In   0.50263   0.02996  -0.70357   0.05981  49   8   7   1  0.39606  0.00000  2.183E-01   F   0             0.000
  49 105 In   0.50131   0.02870   0.57746   0.07944 102  18  14   1  1.98800  0.00000  3.795E-02       0             3.069
  49 106 In   0.50205   0.02806  -0.77824   0.05785  38   9   7   1  0.30620  0.00000  9.504E-02   F   0             0.000
  49 107 In   0.50448   0.02822   0.45077   0.08114  63  22  14   3  2.00400  1.00125  2.297E-02       0             3.225
  49 108 In   0.50824   0.02924  -0.80337   0.06203 145  10   7   2  0.30249  0.02975  2.030E-01   F   0             3.881
  49 109 In   0.51293   0.03105   0.28619   0.08493 156  17  14   7  1.75932  1.32125  7.041E-02   F   0             2.732
  49 110 In   0.51815   0.03340  -0.68221   0.08941 148  30   7   7  1.06271  0.34632  8.578E-02   F   0             3.884
  49 111 In   0.52341   0.03595   0.23132   0.10392 203  36   7   7  2.11225  1.21751  1.327E-02 *     0             2.832
  49 112 In   0.52819   0.03826  -0.71607   0.11243 137  25  14   2  0.95500  0.15659  1.630E-02 *     0             3.770
  49 113 In   0.53191   0.03990  -0.05970   0.13314 159  41  18   4  1.94764  1.02428  6.809E-03 *     0             2.672
  49 114 In   0.53413   0.04051  -0.78997   0.14526 127  68  16  22  1.45920  0.90950  9.379E-03 *     0             3.620
  49 115 In   0.53505   0.04011  -0.07681   0.10503  92  24   7  10  1.65000  1.13258  1.039E-02 *     0             2.682
  49 116 In   0.53502   0.03889  -0.96318   0.13374  78  60  14   5  1.21346  0.28966  1.265E-02 *     0             3.488
  49 117 In   0.53442   0.03708  -0.09597   0.09752  79  25   7   7  1.78497  0.88072  2.468E-02 *     0             2.468
  49 118 In   0.53364   0.03495   0.00000   1.00000  19   1   1   2  0.00000  0.06000                  0             0.000
  49 119 In   0.53309   0.03281  -0.00762   0.08597  74  25   7   3  1.92099  0.60418  4.120E-02 *     0             2.700
  49 120 In   0.53318   0.03093   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  49 121 In   0.53435   0.02957   0.04532   0.08002  63  16  14   3  1.50402  0.63790  3.936E-02       0             2.860
